verse_number,transliteration
4323,"wa ma kana libasyarin ay yukallimahullahu illa wahyan au miw wara'i hijabin au yursila rasulan fa yuhiya bi'iznihi ma yasya', innahu 'aliyyun hakim"
4324,"wa kazalika auhaina ilaika ruham min amrina, ma kunta tadri mal-kitabu wa lal-imanu wa lakin ja'alnahu nuran nahdi bihi man nasya'u min 'ibadina, wa innaka latahdi ila siratim mustaqim"
4325,"siratillahillazi lahu ma fis-samawati wa ma fil-ard, ala ilallahi tasirul-umur"
4326,ha mim
4327,wal-kitabil-mubin
4328,inna ja'alnahu qur'anan 'arabiyyal la'allakum ta'qilun
4329,wa innahu fi ummil-kitabi ladaina la'aliyyun hakim
4330,a fa nadribu 'angkumuz-zikra saf-han ang kuntum qaumam musrifin
4331,wa kam arsalna min nabiyyin fil-awwalin
4332,wa ma ya'tihim min nabiyyin illa kanu bihi yastahzi'un
4333,fa ahlakna asyadda min-hum batsyaw wa mada masalul-awwalin
4334,wa la'in sa'altahum man khalaqas-samawati wal-arda layaqulunna khalaqahunnal-'azizul-'alim
4335,allazi ja'ala lakumul-arda mahdaw wa ja'ala lakum fiha subulal la'allakum tahtadun
4336,"wallazi nazzala minas-sama'i ma'am biqadar, fa ansyarna bihi baldatam maita, kazalika tukhrajun"
4337,wallazi khalaqal-azwaja kullaha wa ja'ala lakum minal-fulki wal-an'ami ma tarkabun
4338,litastawu 'ala zuhurihi summa tazkuru ni'mata rabbikum izastawaitum 'alaihi wa taqulu sub-hanallazi sakhkhara lana haza wa ma kunna lahu muqrinin
4339,wa inna ila rabbina lamungqalibun
4340,"wa ja'alu lahu min 'ibadihi juz'a, innal-insana lakafurum mubin"
4341,amittakhaza mimma yakhluqu banatiw wa asfakum bil-banin
4342,wa iza busysyira ahaduhum bima daraba lir-rahmani masalan zalla waj-huhu muswaddaw wa huwa kazim
4343,a wa may yunasysya'u fil-hilyati wa huwa fil-khisami gairu mubin
4344,"wa ja'alul-mala'ikatallazina hum 'ibadur-rahmani inasa, a syahidu khalqahum, satuktabu syahadatuhum wa yus'alun"
4345,"wa qalu lau sya'ar-rahmanu ma 'abadnahum, ma lahum bizalika min 'ilmin in hum illa yakhrusun"
4346,am atainahum kitabam ming qablihi fa hum bihi mustamsikun
4347,bal qalu inna wajadna aba'ana 'ala ummatiw wa inna 'ala asarihim muhtadun
4348,wa kazalika ma arsalna ming qablika fi qaryatim min nazirin illa qala mutrafuha inna wajadna aba'ana 'ala ummatiw wa inna 'ala asarihim muqtadun
4349,"qala a walau ji'tukum bi'ahda mimma wajattum 'alaihi aba'akum, qalu inna bima ursiltum bihi kafirun"
4350,fantaqamna min-hum fanzur kaifa kana 'aqibatul-mukazzibin
4351,wa iz qala ibrahimu li'abihi wa qaumihi innani bara'um mimma ta'budun
4352,illallazi fatarani fa innahu sayahdin
4353,wa ja'alaha kalimatam baqiyatan fi 'aqibihi la'allahum yarji'un
4354,bal matta'tu ha'ula'i wa aba'ahum hatta ja'ahumul-haqqu wa rasulum mubin
4355,wa lamma ja'ahumul-haqqu qalu haza sihruw wa inna bihi kafirun
4356,wa qalu lau la nuzzila hazal-qur'anu 'ala rajulim minal-qaryataini 'azim
4357,"a hum yaqsimuna rahmata rabbik, nahnu qasamna bainahum ma'isyatahum fil-hayatid-dun-ya wa rafa'na ba'dahum fauqa ba'din darajatil liyattakhiza ba'duhum ba'dan sukhriyya, wa rahmatu rabbika khairum mimma yajma'un"
4358,walau la ay yakunan-nasu ummataw wahidatal laja'alna limay yakfuru bir-rahmani libuyutihim suqufam min fiddatiw wa ma'arija 'alaiha yaz-harun
4359,wa libuyutihim abwabaw wa sururan 'alaiha yattaki'un
4360,"wa zukhrufa, wa ing kullu zalika lamma mata'ul-hayatid-dun-ya, wal-akhiratu 'inda rabbika lil-muttaqin"
4361,wa may ya'syu 'an zikrir-rahmani nuqayyid lahu syaitanan fa huwa lahu qarin
4362,wa innahum layasuddunahum 'anis-sabili wa yahsabuna annahum muhtadun
4363,hatta iza ja'ana qala ya laita baini wa bainaka bu'dal-masyriqaini fa bi'sal-qarin
4364,wa lay yanfa'akumul-yauma iz zalamtum annakum fil-'azabi musytarikun
4365,a fa anta tusmi'us-summa au tahdil-'umya wa mang kana fi dalalim mubin
4366,fa imma naz-habanna bika fa inna min-hum muntaqimun
4367,au nuriyannakallazi wa'adnahum fa inna 'alaihim muqtadirun
4368,"fastamsik billazi uhiya ilaik, innaka 'ala siratim mustaqim"
4369,"wa innahu lazikrul laka wa liqaumik, wa saufa tus'alun"
4370,was'al man arsalna ming qablika mir rusulina a ja'alna min dunir-rahmani alihatay yu'badun
4371,wa laqad arsalna musa bi'ayatina ila fir'auna wa mala'ihi fa qala inni rasulu rabbil-'alamin
4372,fa lamma ja'ahum bi'ayatina iza hum min-ha yad-hakun
4373,"wa ma nurihim min ayatin illa hiya akbaru min ukhtiha, wa akhaznahum bil-'azabi la'allahum yarji'un"
4374,"wa qalu ya ayyuhas-sahirud'u lana rabbaka bima 'ahida 'indak, innana lamuhtadun"
4375,fa lamma kasyafna 'an-humul-'azaba iza hum yangkusun
4376,"wa nada fir'aunu fi qaumihi qala ya qaumi a laisa li mulku misra wa hazihil-an-haru tajri min tahti, a fa la tubsirun"
4377,am ana khairum min hazallazi huwa mahinuw wa la yakadu yubin
4378,falau la ulqiya 'alaihi aswiratum min zahabin au ja'a ma'ahul-mala'ikatu muqtarinin
4379,"fastakhaffa qaumahu fa ata'uh, innahum kanu qauman fasiqin"
4380,fa lamma asafunantaqamna min-hum fa agraqnahum ajma'in
4381,fa ja'alnahum salafaw wa masalal lil-akhirin
4382,wa lamma duribabnu maryama masalan iza qaumuka min-hu yasiddun
4383,"wa qalu a alihatuna khairun am huw, ma darabuhu laka illa jadala, bal hum qaumun khasimun"
4384,in huwa illa 'abdun an'amna 'alaihi wa ja'alnahu masalal libani isra'il
4385,walau nasya'u laja'alna mingkum mala'ikatan fil-ardi yakhlufun
4386,"wa innahu la'ilmul lis-sa'ati fa la tamtarunna biha wattabi'un, haza siratum mustaqim"
4387,"wa la yasuddannakumusy-syaitan, innahu lakum 'aduwwum mubin"
4388,"wa lamma ja'a 'isa bil-bayyinati qala qad ji'tukum bil-hikmati wa li'ubayyina lakum ba'dallazi takhtalifuna fih, fattaqullaha wa ati'un"
4389,"innallaha huwa rabbi wa rabbukum fa'buduh, haza siratum mustaqim"
4390,"fakhtalafal-ahzabu mim bainihim, fa wailul lillazina zalamu min 'azabi yaumin alim"
4391,hal yanzuruna illas-sa'ata an ta'tiyahum bagtataw wa hum la yasy'urun
4392,al-akhilla'u yauma'izim ba'duhum liba'din 'aduwwun illal-muttaqin
4393,ya 'ibadi la khaufun 'alaikumul-yauma wa la antum tahzanun
4394,allazina amanu bi'ayatina wa kanu muslimin
4395,udkhulul-jannata antum wa azwajukum tuhbarun
4396,"yutafu 'alaihim bisihafim min zahabiw wa akwab, wa fiha ma tasytahihil-anfusu wa talazzul-a'yun, wa antum fiha khalidun"
4397,wa tilkal-jannatullati uristumuha bima kuntum ta'malun
4398,lakum fiha fakihatung kasiratum min-ha ta'kulun
4399,innal-mujrimina fi 'azabi jahannama khalidun
4400,la yufattaru 'an-hum wa hum fihi mublisun
4401,wa ma zalamnahum wa laking kanu humuz-zalimin
4402,"wa nadau ya maliku liyaqdi 'alaina rabbuk, qala innakum makisun"
4403,laqad ji'nakum bil-haqqi wa lakinna aksarakum lil-haqqi karihun
4404,am abramu amran fa inna mubrimun
4405,"am yahsabuna anna la nasma'u sirrahum wa najwahum, bala wa rusuluna ladaihim yaktubun"
4406,qul ing kana lir-rahmani waladun fa ana awwalul-'abidin
4407,sub-hana rabbis-samawati wal-ardi rabbil-'arsyi 'amma yasifun
4408,fa zar-hum yakhudu wa yal'abu hatta yulaqu yaumahumullazi yu'adun
4409,"wa huwallazi fis-sama'i ilahuw wa fil-ardi ilah, wa huwal-hakimul-'alim"
4410,"wa tabarakallazi lahu mulkus-samawati wal-ardi wa ma bainahuma, wa 'indahu 'ilmus-sa'ah, wa ilaihi turja'un"
4411,wa la yamlikullazina yad'una min dunihisy-syafa'ata illa man syahida bil-haqqi wa hum ya'lamun
4412,wa la'in sa'altahum man khalaqahum layaqulunnallahu fa anna yu'fakun
4413,wa qilihi ya rabbi inna ha'ula'i qaumul la yu'minun
4414,"fasfah 'an-hum wa qul salam, fa saufa ya'lamun"
4415,ha mim
4416,wal-kitabil-mubin
4417,inna anzalnahu fi lailatim mubarakatin inna kunna munzirin
4418,fiha yufraqu kullu amrin hakim
4419,"amram min 'indina, inna kunna mursilin"
4420,"rahmatam mir rabbik, innahu huwas-sami'ul-'alim"
4421,"rabbis-samawati wal-ardi wa ma bainahuma, ing kuntum muqinin"
4422,"la ilaha illa huwa yuhyi wa yumit, rabbukum wa rabbu aba'ikumul-awwalin"
4423,bal hum fi syakkiy yal'abun
4424,fartaqib yauma ta'tis-sama'u bidukhanim mubin
4425,"yagsyan-nas, haza 'azabun alim"
4426,rabbanaksyif 'annal-'azaba inna mu'minun
4427,anna lahumuz-zikra wa qad ja'ahum rasulum mubin
4428,summa tawallau 'an-hu wa qalu mu'allamum majnun
4429,inna kasyiful-'azabi qalilan innakum 'a'idun
4430,"yauma nabtisyul-batsyatal-kubra, inna muntaqimun"
4431,wa laqad fatanna qablahum qauma fir'auna wa ja'ahum rasulung karim
4432,"an addu ilayya 'ibadallah, inni lakum rasulun amin"
4433,"wa al la ta'lu 'alallah, inni atikum bisultanim mubin"
4434,wa inni 'uztu birabbi wa rabbikum an tarjumun
4435,wa il lam tu'minu li fa'tazilun
4436,fa da'a rabbahu anna ha'ula'i qaumum mujrimun
4437,fa asri bi'ibadi lailan innakum muttaba'un
4438,"watrukil-bahra rahwa, innahum jundum mugraqun"
4439,kam taraku min jannatiw wa 'uyun
4440,wa zuru'iw wa maqaming karim
4441,wa na'mating kanu fiha fakihin
4442,"kazalik, wa aurasnaha qauman akharin"
4443,"fa ma bakat 'alaihimus-sama'u wal-ard, wa ma kanu munzarin"
4444,wa laqad najjaina bani isra'ila minal-'azabil-muhin
4445,"min fir'aun, innahu kana 'aliyam minal-musrifin"
4446,wa laqadikhtarnahum 'ala 'ilmin 'alal-'alamin
4447,wa atainahum minal-ayati ma fihi bala'um mubin
4448,inna ha'ula'i layaqulun
4449,in hiya illa mautatunal-ula wa ma nahnu bimunsyarin
4450,fa'tu bi'aba'ina ing kuntum sadiqin
4451,"a hum khairun am qaumu tubba'iw wallazina ming qablihim, ahlaknahum innahum kanu mujrimin"
4452,wa ma khalaqnas-samawati wal-arda wa ma bainahuma la'ibin
4453,ma khalaqnahuma illa bil-haqqi wa lakinna aksarahum la ya'lamun
4454,inna yaumal-fasli miqatuhum ajma'in
4455,yauma la yugni maulan 'am maulan syai'aw wa la hum yunsarun
4456,"illa mar rahimallah, innahu huwal-'azizur-rahim"
4457,inna syajarataz-zaqqum
4458,ta'amul-asim
4459,kal-muhli yagli fil-butun
4460,kagalyil-hamim
4461,khuzuhu fa'tiluhu ila sawa'il-jahim
4462,summa subbu fauqa ra'sihi min 'azabil-hamim
4463,"zuq, innaka antal-'azizul-karim"
4464,inna haza ma kuntum bihi tamtarun
4465,innal-muttaqina fi maqamin amin
4466,fi jannatiw wa 'uyun
4467,yalbasuna min sundusiw wa istabraqim mutaqabilin
4468,"kazalik, wa zawwajnahum bihurin 'in"
4469,yad'una fiha bikulli fakihatin aminin
4470,"la yazuquna fihal-mauta illal-mautatal-ula, wa waqahum 'azabal-jahim"
4471,"fadlam mir rabbik, zalika huwal-fauzul-'azim"
4472,fa innama yassarnahu bilisanika la'allahum yatazakkarun
4473,fartaqib innahum murtaqibun
4474,ha mim
4475,tanzilul-kitabi minallahil-'azizil-hakim
4476,inna fis-samawati wal-ardi la'ayatil lil-mu'minin
4477,wa fi khalqikum wa ma yabussu min dabbatin ayatul liqaumiy yuqinun
4478,wakhtilafil-laili wan-nahari wa ma anzalallahu minas-sama'i mir rizqin fa ahya bihil-arda ba'da mautiha wa tasrifir-riyahi ayatul liqaumiy ya'qilun
4479,"tilka ayatullahi natluha 'alaika bil-haqq, fa bi'ayyi hadisim ba'dallahi wa ayatihi yu'minun"
4480,wailul likulli affakin asim
4481,"yasma'u ayatillahi tutla 'alaihi summa yusirru mustakbirang ka'al lam yasma'ha, fa basysyir-hu bi'azabin alim"
4482,"wa iza 'alima min ayatina syai'anittakhazaha huzuwa, ula'ika lahum 'azabum muhin"
4483,"miw wara'ihim jahannam, wa la yugni 'an-hum ma kasabu syai'aw wa la mattakhazu min dunillahi auliya', wa lahum 'azabun 'azim"
4484,"haza huda, wallazina kafaru bi'ayati rabbihim lahum 'azabum mir rijzin alim"
4485,allahullazi sakhkhara lakumul-bahra litajriyal-fulku fihi bi'amrihi wa litabtagu min fadlihi wa la'allakum tasykurun
4486,"wa sakhkhara lakum ma fis-samawati wa ma fil-ardi jami'am min-h, inna fi zalika la'ayatil liqaumiy yatafakkarun"
4487,qul lillazina amanu yagfiru lillazina la yarjuna ayyamallahi liyajziya qaumam bima kanu yaksibun
4488,"man 'amila salihan fa linafsih, wa man asa'a fa 'alaiha summa ila rabbikum turja'un"
4489,wa laqad ataina bani isra'ilal-kitaba wal-hukma wan-nubuwwata wa razaqnahum minat-tayyibati wa faddalnahum 'alal-'alamin
4490,"wa atainahum bayyinatim minal-amr, fa makhtalafu illa mim ba'di ma ja'ahumul-'ilmu bagyam bainahum, inna rabbaka yaqdi bainahum yaumal-qiyamati fima kanu fihi yakhtalifun"
4491,summa ja'alnaka 'ala syari'atim minal-amri fattabi'ha wa la tattabi' ahwa'allazina la ya'lamun
4492,"innahum lay yugnu 'angka minallahi syai'a, wa innaz-zalimina ba'duhum auliya'u ba'd, wallahu waliyyul-muttaqin"
4493,haza basa'iru lin-nasi wa hudaw wa rahmatul liqaumiy yuqinun
4494,"am hasiballazinajtarahus-sayyi'ati an naj'alahum kallazina amanu wa 'amilus-salihati sawa'am mahyahum wa mamatuhum, sa'a ma yahkumun"
4495,wa khalaqallahus-samawati wal-arda bil-haqqi wa litujza kullu nafsim bima kasabat wa hum la yuzlamun
4496,"a fa ra'aita manittakhaza ilahahu hawahu wa adallahullahu 'ala 'ilmiw wa khatama 'ala sam'ihi wa qalbihi wa ja'ala 'ala basarihi gisyawah, fa may yahdihi mim ba'dillah, a fa la tazakkarun"
4497,"wa qalu ma hiya illa hayatunad-dun-ya namutu wa nahya wa ma yuhlikuna illad-dahr, wa ma lahum bizalika min 'ilm, in hum illa yazunnun"
4498,wa iza tutla 'alaihim ayatuna bayyinatim ma kana hujjatahum illa ang qalu'tu bi'aba'ina ing kuntum sadiqin
4499,qulillahu yuhyikum summa yumitukum summa yajma'ukum ila yaumil-qiyamati la raiba fihi wa lakinna aksaran-nasi la ya'lamun
4500,"wa lillahi mulkus-samawati wal-ard, wa yauma taqumus-sa'atu yauma'iziy yakhsarul-mubtilun"
4501,"wa tara kulla ummatin jasiyah, kullu ummatin tud'a ila kitabiha, al-yauma tujzauna ma kuntum ta'malun"
4502,"haza kitabuna yantiqu 'alaikum bil-haqq, inna kunna nastansikhu ma kuntum ta'malun"
4503,"fa ammallazina amanu wa 'amilus-salihati fa yudkhiluhum rabbuhum fi rahmatih, zalika huwal-fauzul-mubin"
4504,"wa ammallazina kafaru, a fa lam takun ayati tutla 'alaikum fastakbartum wa kuntum qaumam mujrimin"
4505,wa iza qila inna wa'dallahi haqquw was-sa'atu la raiba fiha qultum ma nadri mas-sa'atu in nazunnu illa zannaw wa ma nahnu bimustaiqinin
4506,wa bada lahum sayyi'atu ma 'amilu wa haqa bihim ma kanu bihi yastahzi'un
4507,wa qilal-yauma nansakum kama nasitum liqa'a yaumikum haza wa ma'wakumun-naru wa ma lakum min nasirin
4508,"zalikum bi'annakumuttakhaztum ayatillahi huzuwaw wa garratkumul-hayatud-dun-ya, fal-yauma la yukhrajuna min-ha wa la hum yusta'tabun"
4509,fa lillahil-hamdu rabbis-samawati wa rabbil-ardi rabbil-'alamin
4510,"wa lahul-kibriya'u fis-samawati wal-ard, wa huwal-'azizul-hakim"
4511,ha mim
4512,tanzilul-kitabi minallahil-'azizil-hakim
4513,"ma khalaqnas-samawati wal-arda wa ma bainahuma illa bil-haqqi wa ajalim musamman, wallazina kafaru 'amma unziru mu'ridun"
4514,qul a ra'aitum ma tad'una min dunillahi aruni maza khalaqu minal-ardi am lahum syirkun fis-samawati'tuni bikitabim ming qabli haza au asaratim min 'ilmin ing kuntum sadiqin
4515,wa man adallu mim may yad'u min dunillahi mal la yastajibu lahu ila yaumil-qiyamati wa hum 'an du'a'ihim gafilun
4516,wa iza husyiran-nasu kanu lahum a'da'aw wa kanu bi'ibadatihim kafirin
4517,wa iza tutla 'alaihim ayatuna bayyinating qalallazina kafaru lil-haqqi lamma ja'ahum haza sihrum mubin
4518,"am yaqulunaftarah, qul iniftaraituhu fa la tamlikuna li minallahi syai'a, huwa a'lamu bima tufiduna fih, kafa bihi syahidam baini wa bainakum, wa huwal-gafurur-rahim"
4519,"qul ma kuntu bid'am minar-rusuli wa ma adri ma yuf'alu bi wa la bikum, in attabi'u illa ma yuha ilayya wa ma ana illa nazirum mubin"
4520,"qul ara'aitum ing kana min 'indillahi wa kafartum bihi wa syahida syahidum mim bani isra'ila 'ala mislihi fa amana wastakbartum, innallaha la yahdil-qaumaz-zalimin"
4521,"wa qalallazina kafaru lillazina amanu lau kana khairam ma sabaquna ilaih, wa iz lam yahtadu bihi fa sayaquluna haza ifkung qadim"
4522,"wa ming qablihi kitabu musa imamaw wa rahmah, wa haza kitabum musaddiqul lisanan 'arabiyyal liyunzirallazina zalamu wa busyra lil-muhsinin"
4523,innallazina qalu rabbunallahu summastaqamu fa la khaufun 'alaihim wa la hum yahzanun
4524,"ula'ika as-habul-jannati khalidina fiha, jaza'am bima kanu ya'malun"
4525,"wa wassainal-insana biwalidaihi ihsana, hamalat-hu ummuhu kurhaw wa wada'at-hu kurha, wa hamluhu wa fisaluhu salasuna syahra, hatta iza balaga asyuddahu wa balaga arba'ina sanatang qala rabbi auzi'ni an asykura ni'matakallati an'amta 'alayya wa 'ala walidayya wa an a'mala salihan tardahu wa aslih li fi zurriyyati, inni tubtu ilaika wa inni minal-muslimin"
4526,"ula'ikallazina nataqabbalu 'an-hum ahsana ma 'amilu wa natajawazu 'an sayyi'atihim fi as-habil-jannah, wa'das-sidqillazi kanu yu'adun"
4527,"wallazi qala liwalidaihi uffil lakuma ata'idanini an ukhraja wa qad khalatil-qurunu ming qabli, wa huma yastagisanillaha wailaka amin inna wa'dallahi haqq, fa yaqulu ma haza illa asatirul-awwalin"
4528,"ula'ikallazina haqqa 'alaihimul-qaulu fi umaming qad khalat ming qablihim minal-jinni wal-ins, innahum kanu khasirin"
4529,"wa likullin darajatum mimma 'amilu, wa liyuwaffiyahum a'malahum wa hum la yuzlamun"
4530,"wa yauma yu'radullazina kafaru 'alan-nar, az-habtum tayyibatikum fi hayatikumud-dun-ya wastamta'tum biha, fal-yauma tujzauna 'azabal-huni bima kuntum tastakbiruna fil-ardi bigairil-haqqi wa bima kuntum tafsuqun"
4531,"wazkur akha 'ad, iz anzara qaumahu bil-ahqafi wa qad khalatin-nuzuru mim baini yadaihi wa min khalfihi alla ta'budu illallah, inni akhafu 'alaikum 'azaba yaumin 'azim"
4532,"qalu a ji'tana lita'fikana 'an alihatina, fa'tina bima ta'iduna ing kunta minas-sadiqin"
4533,qala innamal-'ilmu 'indallahi wa uballigukum ma ursiltu bihi wa lakinni arakum qauman taj-halun
4534,"fa lamma ra'auhu 'aridam mustaqbila audiyatihim qalu haza 'aridum mumtiruna, bal huwa masta'jaltum bih, rihun fiha 'azabun alim"
4535,"tudammiru kulla syai'im bi'amri rabbiha fa'asbahu la yura illa masakinuhum, kazalika najzil-qaumal-mujrimin"
4536,wa laqad makkannahum fima im makkannakum fihi wa ja'alna lahum sam'aw wa absaraw wa af'idatan fa ma agna 'an-hum sam'uhum wa la absaruhum wa la af'idatuhum min syai'in iz kanu yaj-haduna bi'ayatillahi wa haqa bihim ma kanu bihi yastahzi'un
4537,wa laqad ahlakna ma haulakum minal-qura wa sarrafnal-ayati la'allahum yarji'un
4538,"falau la nasarahumullazinattakhazu min dunillahi qurbanan alihah, bal dallu 'an-hum, wa zalika ifkuhum wa ma kanu yaftarun"
4539,"wa iz sarafna ilaika nafaram minal-jinni yastami'unal-qur'an, fa lamma hadaruhu qalu ansitu, fa lamma qudiya wallau ila qaumihim munzirin"
4540,qalu ya qaumana inna sami'na kitaban unzila mim ba'di musa musaddiqal lima baina yadaihi yahdi ilal-haqqi wa ila tariqim mustaqim
4541,ya qaumana ajibu da'iyallahi wa aminu bihi yagfir lakum min zunubikum wa yujirkum min 'azabin alim
4542,"wa mal la yujib da'iyallahi fa laisa bimu'jizin fil-ardi wa laisa lahu min dunihi auliya', ula'ika fi dalalim mubin"
4543,"a wa lam yarau annallahallazi khalaqas-samawati wal-arda wa lam ya'ya bikhalqihinna biqadirin 'ala ay yuhyiyal-mauta, bala innahu 'ala kulli syai'ing qadir"
4544,"wa yauma yu'radullazina kafaru 'alan-nar, a laisa haza bil-haqq, qalu bala wa rabbina, qala fa zuqul-'azaba bima kuntum takfurun"
4545,"fasbir kama sabara ulul-'azmi minar-rusuli wa la tasta'jil lahum, ka'annahum yauma yarauna ma yu'aduna lam yalbasu illa sa'atam min nahar, balag, fa hal yuhlaku illal-qaumul-fasiqun"
4546,allazina kafaru wa saddu 'an sabilillahi adalla a'malahum
4547,"wallazina amanu wa 'amilus-salihati wa amanu bima nuzzila 'ala muhammadiw wa huwal-haqqu mir rabbihim, kaffara 'an-hum sayyi'atihim wa aslaha balahum"
4548,"zalika bi'annallazina kafaruttaba'ul-batila wa annallazina amanuttaba'ul-haqqa mir rabbihim, kazalika yadribullahu lin-nasi amsalahum"
4549,"fa iza laqitumullazina kafaru fa darbar-riqab, hatta iza askhantumuhum fa syuddul-wasaqa fa imma mannam ba'du wa imma fida'an hatta tada'al-harbu auzaraha, zalika walau yasya'ullahu lantasara min-hum wa lakil liyabluwa ba'dakum biba'd, wallazina qutilu fi sabilillahi fa lay yudilla a'malahum"
4550,sayahdihim wa yuslihu balahum
4551,wa yudkhiluhumul-jannata 'arrafaha lahum
4552,ya ayyuhallazina amanu in tansurullaha yansurkum wa yusabbit aqdamakum
4553,wallazina kafaru fa ta'sal lahum wa adalla a'malahum
4554,zalika bi'annahum karihu ma anzalallahu fa ahbata a'malahum
4555,"a fa lam yasiru fil-ardi fa yanzuru kaifa kana 'aqibatullazina ming qablihim, dammarallahu 'alaihim wa lil-kafirina amsaluha"
4556,zalika bi'annallaha maulallazina amanu wa annal-kafirina la maula lahum
4557,"innallaha yudkhilullazina amanu wa 'amilus-salihati jannatin tajri min tahtihal-an-har, wallazina kafaru yatamatta'una wa ya'kuluna kama ta'kulul-an'amu wan-naru maswal lahum"
